id,date,time,from_city,to_city,travel_time,seat_type,seat_num,cost,trip_id
43,2021-11-11,11:00,Rivne,Kyiv,5,3,43,300,0
44,2021-11-11,11:00,Rivne,Kyiv,5,3,44,300,0
45,2021-11-11,11:00,Rivne,Kyiv,5,3,45,300,0
46,2021-11-11,11:00,Rivne,Kyiv,5,3,46,300,0
47,2021-11-11,11:00,Rivne,Kyiv,5,3,47,300,0
48,2021-11-11,11:00,Rivne,Kyiv,5,3,48,300,0
49,2021-11-11,11:00,Rivne,Kyiv,5,3,49,300,0
50,2021-11-11,11:00,Rivne,Kyiv,5,3,50,300,0
51,2021-11-11,11:00,Rivne,Kyiv,5,3,51,300,0
52,2021-11-11,11:00,Rivne,Kyiv,5,3,52,300,0
53,2021-11-11,11:00,Rivne,Kyiv,5,3,53,300,0
54,2021-11-11,11:00,Rivne,Kyiv,5,3,54,300,0
55,2021-11-11,11:00,Rivne,Kyiv,5,3,55,300,0
56,2021-11-11,11:00,Rivne,Kyiv,5,3,56,300,0
57,2021-11-11,11:00,Rivne,Kyiv,5,3,57,300,0
58,2021-11-11,11:00,Rivne,Kyiv,5,3,58,300,0
59,2021-11-11,11:00,Rivne,Kyiv,5,3,59,300,0
60,2021-11-11,11:00,Rivne,Kyiv,5,3,60,300,0
61,2021-11-11,11:00,Rivne,Kyiv,5,3,61,300,0
62,2021-11-11,11:00,Rivne,Kyiv,5,3,62,300,0
63,2021-11-11,11:00,Rivne,Kyiv,5,3,63,300,0
64,2021-11-11,11:00,Rivne,Kyiv,5,3,64,300,0
65,2021-11-11,11:00,Rivne,Kyiv,5,3,65,300,0
66,2021-11-11,11:00,Rivne,Kyiv,5,3,66,300,0
67,2021-11-11,11:00,Rivne,Kyiv,5,3,67,300,0
68,2021-11-11,11:00,Rivne,Kyiv,5,3,68,300,0
69,2021-11-11,11:00,Rivne,Kyiv,5,3,69,300,0
70,2021-11-11,11:00,Rivne,Kyiv,5,3,70,300,0
71,2021-11-11,11:00,Rivne,Kyiv,5,3,71,300,0
72,2021-11-11,11:00,Rivne,Kyiv,5,3,72,300,0
73,2021-11-11,11:00,Rivne,Kyiv,5,3,73,300,0
74,2021-11-11,11:00,Rivne,Kyiv,5,3,74,300,0
75,2021-11-11,11:00,Rivne,Kyiv,5,3,75,300,0
76,2021-11-11,11:00,Rivne,Kyiv,5,3,76,300,0
77,2021-11-11,11:00,Rivne,Kyiv,5,3,77,300,0
78,2021-11-11,11:00,Rivne,Kyiv,5,3,78,300,0
79,2021-11-11,11:00,Rivne,Kyiv,5,3,79,300,0
80,2021-11-11,11:00,Rivne,Kyiv,5,3,80,300,0
81,2021-11-11,11:00,Rivne,Kyiv,5,3,81,300,0
82,2021-11-11,11:00,Rivne,Kyiv,5,3,82,300,0
83,2021-11-11,11:00,Rivne,Kyiv,5,3,83,300,0
84,2021-11-11,11:00,Rivne,Kyiv,5,3,84,300,0
85,2021-11-11,11:00,Rivne,Kyiv,5,3,85,300,0
86,2021-11-11,11:00,Rivne,Kyiv,5,3,86,300,0
87,2021-11-11,11:00,Rivne,Kyiv,5,3,87,300,0
88,2021-11-11,11:00,Rivne,Kyiv,5,3,88,300,0
89,2021-11-11,11:00,Rivne,Kyiv,5,3,89,300,0
90,2021-11-11,11:00,Rivne,Kyiv,5,3,90,300,0
91,2021-11-11,11:00,Rivne,Kyiv,5,3,91,300,0
92,2021-11-11,11:00,Rivne,Kyiv,5,3,92,300,0
93,2021-11-11,11:00,Rivne,Kyiv,5,3,93,300,0
94,2021-11-11,11:00,Rivne,Kyiv,5,3,94,300,0
95,2021-11-11,11:00,Rivne,Kyiv,5,3,95,300,0
96,2021-11-11,11:00,Rivne,Kyiv,5,3,96,300,0
97,2021-11-11,11:00,Rivne,Kyiv,5,3,97,300,0
98,2021-11-11,11:00,Rivne,Kyiv,5,3,98,300,0
99,2021-11-11,11:00,Rivne,Kyiv,5,3,99,300,0
100,2021-11-11,11:00,Rivne,Kyiv,5,3,100,300,0
101,2021-11-11,11:00,Rivne,Lviv,4,1,1,220,1
102,2021-11-11,11:00,Rivne,Lviv,4,1,2,220,1
103,2021-11-11,11:00,Rivne,Lviv,4,1,3,220,1
104,2021-11-11,11:00,Rivne,Lviv,4,1,4,220,1
105,2021-11-11,11:00,Rivne,Lviv,4,1,5,220,1
106,2021-11-11,11:00,Rivne,Lviv,4,1,6,220,1
107,2021-11-11,11:00,Rivne,Lviv,4,1,7,220,1
108,2021-11-11,11:00,Rivne,Lviv,4,1,8,220,1
109,2021-11-11,11:00,Rivne,Lviv,4,1,9,220,1
110,2021-11-11,11:00,Rivne,Lviv,4,1,10,220,1
111,2021-11-11,11:00,Rivne,Lviv,4,1,11,220,1
112,2021-11-11,11:00,Rivne,Lviv,4,1,12,220,1
113,2021-11-11,11:00,Rivne,Lviv,4,1,13,220,1
114,2021-11-11,11:00,Rivne,Lviv,4,1,14,220,1
115,2021-11-11,11:00,Rivne,Lviv,4,1,15,220,1
116,2021-11-11,11:00,Rivne,Lviv,4,1,16,220,1
117,2021-11-11,11:00,Rivne,Lviv,4,1,17,220,1
118,2021-11-11,11:00,Rivne,Lviv,4,1,18,220,1
119,2021-11-11,11:00,Rivne,Lviv,4,1,19,220,1
120,2021-11-11,11:00,Rivne,Lviv,4,1,20,220,1
121,2021-11-11,11:00,Rivne,Lviv,4,1,21,220,1
122,2021-11-11,11:00,Rivne,Lviv,4,1,22,220,1
123,2021-11-11,11:00,Rivne,Lviv,4,1,23,220,1
124,2021-11-11,11:00,Rivne,Lviv,4,1,24,220,1
125,2021-11-11,11:00,Rivne,Lviv,4,1,25,220,1
126,2021-11-11,11:00,Rivne,Lviv,4,1,26,220,1
127,2021-11-11,11:00,Rivne,Lviv,4,1,27,220,1
128,2021-11-11,11:00,Rivne,Lviv,4,1,28,220,1
129,2021-11-11,11:00,Rivne,Lviv,4,1,29,220,1
130,2021-11-11,11:00,Rivne,Lviv,4,1,30,220,1
131,2021-11-11,11:00,Rivne,Lviv,4,1,31,220,1
132,2021-11-11,11:00,Rivne,Lviv,4,1,32,220,1
133,2021-11-11,11:00,Rivne,Lviv,4,1,33,220,1
134,2021-11-11,11:00,Rivne,Lviv,4,1,34,220,1
135,2021-11-11,11:00,Rivne,Lviv,4,1,35,220,1
136,2021-11-11,11:00,Rivne,Lviv,4,1,36,220,1
137,2021-11-11,11:00,Rivne,Lviv,4,1,37,220,1
138,2021-11-11,11:00,Rivne,Lviv,4,1,38,220,1
139,2021-11-11,11:00,Rivne,Lviv,4,1,39,220,1
140,2021-11-11,11:00,Rivne,Lviv,4,1,40,220,1
141,2021-11-11,11:00,Rivne,Lviv,4,1,41,220,1
142,2021-11-11,11:00,Rivne,Lviv,4,1,42,220,1
143,2021-11-11,11:00,Rivne,Lviv,4,1,43,220,1
144,2021-11-11,11:00,Rivne,Lviv,4,1,44,220,1
145,2021-11-11,11:00,Rivne,Lviv,4,1,45,220,1
146,2021-11-11,11:00,Rivne,Lviv,4,1,46,220,1
147,2021-11-11,11:00,Rivne,Lviv,4,1,47,220,1
148,2021-11-11,11:00,Rivne,Lviv,4,1,48,220,1
149,2021-11-11,11:00,Rivne,Lviv,4,1,49,220,1
150,2021-11-11,11:00,Rivne,Lviv,4,1,50,220,1
151,2021-11-11,11:00,Rivne,Lviv,4,1,51,220,1
152,2021-11-11,11:00,Rivne,Lviv,4,1,52,220,1
153,2021-11-11,11:00,Rivne,Lviv,4,1,53,220,1
154,2021-11-11,11:00,Rivne,Lviv,4,1,54,220,1
155,2021-11-11,11:00,Rivne,Lviv,4,1,55,220,1
156,2021-11-11,11:00,Rivne,Lviv,4,1,56,220,1
157,2021-11-11,11:00,Rivne,Lviv,4,1,57,220,1
158,2021-11-11,11:00,Rivne,Lviv,4,1,58,220,1
159,2021-11-11,11:00,Rivne,Lviv,4,1,59,220,1
160,2021-11-11,11:00,Rivne,Lviv,4,1,60,220,1
161,2021-11-11,11:00,Rivne,Lviv,4,1,61,220,1
162,2021-11-11,11:00,Rivne,Lviv,4,1,62,220,1
163,2021-11-11,11:00,Rivne,Lviv,4,1,63,220,1
164,2021-11-11,11:00,Rivne,Lviv,4,1,64,220,1
165,2021-11-11,11:00,Rivne,Lviv,4,1,65,220,1
166,2021-11-11,11:00,Rivne,Lviv,4,1,66,220,1
167,2021-11-11,11:00,Rivne,Lviv,4,1,67,220,1
168,2021-11-11,11:00,Rivne,Lviv,4,1,68,220,1
169,2021-11-11,11:00,Rivne,Lviv,4,1,69,220,1
170,2021-11-11,11:00,Rivne,Lviv,4,1,70,220,1
171,2021-11-11,11:00,Rivne,Lviv,4,1,71,220,1
172,2021-11-11,11:00,Rivne,Lviv,4,1,72,220,1
173,2021-11-11,11:00,Rivne,Lviv,4,1,73,220,1
174,2021-11-11,11:00,Rivne,Lviv,4,1,74,220,1
175,2021-11-11,11:00,Rivne,Lviv,4,1,75,220,1
176,2021-11-11,11:00,Rivne,Lviv,4,1,76,220,1
177,2021-11-11,11:00,Rivne,Lviv,4,1,77,220,1
178,2021-11-11,11:00,Rivne,Lviv,4,1,78,220,1
179,2021-11-11,11:00,Rivne,Lviv,4,1,79,220,1
180,2021-11-11,11:00,Rivne,Lviv,4,1,80,220,1
181,2021-11-11,11:00,Rivne,Lviv,4,1,81,220,1
182,2021-11-11,11:00,Rivne,Lviv,4,1,82,220,1
183,2021-11-11,11:00,Rivne,Lviv,4,1,83,220,1
184,2021-11-11,11:00,Rivne,Lviv,4,1,84,220,1
185,2021-11-11,11:00,Rivne,Lviv,4,1,85,220,1
186,2021-11-11,11:00,Rivne,Lviv,4,1,86,220,1
187,2021-11-11,11:00,Rivne,Lviv,4,1,87,220,1
188,2021-11-11,11:00,Rivne,Lviv,4,1,88,220,1
189,2021-11-11,11:00,Rivne,Lviv,4,1,89,220,1
190,2021-11-11,11:00,Rivne,Lviv,4,1,90,220,1
191,2021-11-11,11:00,Rivne,Lviv,4,1,91,220,1
192,2021-11-11,11:00,Rivne,Lviv,4,1,92,220,1
193,2021-11-11,11:00,Rivne,Lviv,4,1,93,220,1
194,2021-11-11,11:00,Rivne,Lviv,4,1,94,220,1
195,2021-11-11,11:00,Rivne,Lviv,4,1,95,220,1
196,2021-11-11,11:00,Rivne,Lviv,4,1,96,220,1
197,2021-11-11,11:00,Rivne,Lviv,4,1,97,220,1
198,2021-11-11,11:00,Rivne,Lviv,4,1,98,220,1
199,2021-11-11,11:00,Rivne,Lviv,4,1,99,220,1
200,2021-11-11,11:00,Rivne,Lviv,4,1,100,220,1
